GeneNames,logFC,p_values
NKX3-2,,0.36165355074574
MFSD10,,0.109303110760049
GLRB,,
BST1,,1.9672521250294E-06
RAPGEF2,,0.0084366098444371
HGFAC,,4.61124643600527E-04
SNX25,,4.19195107470848E-04
LRP2BP,,0.210147661022445
UFSP2,,0.376306190561622
KLF3,,9.9663508218066E-08
KLHL5,,0.0243714646032722
FAM149A,,0.0536399644373461
NCAPG,,0.234578070452051
UGDH,,3.98666712124585E-08
PPARGC1A,,0.0520646456680248
DDX25,,1.10176591361297E-04
CRYAB,,0.241876888422265
HTATIP2,,0.274919912386774
CTSC,,2.5408619436905E-11
CCDC34,,0.00225587419236289
ZBTB16,,0.27220139710526
ELP4,,0.557820418104219
ZPR1,,0.0314198102512468
MTCH2,,1.1099484984493E-05
FNBP4,,0.0729258742341356
TECTA,,0.0497557422487491
SC5D,,
CRTAM,,0.12238578504673
JHY,,0.017584285101402
B3GAT1,,0.0108174441730263
P2RX3,,0.435597120103504
VWA5A,,2.85519390919893E-07
DNAJC4,,0.528463247523894
SIAE,,0.0536032937820047
LPXN,,7.32664617198615E-08
DTX4,,2.36558603629223E-04
ATG2A,,0.27043250080817
EHD1,,0.716498056158873
OSBP,,0.0725000394474923
UNC93B1,,2.28264501547022E-05
PUS3,,0.0335155056600678
DCPS,,0.00734643750141142
KMT5B,,0.183022727744934
FOXRED1,,2.12250464723824E-06
PPP6R3,,0.36971629183017
NRXN2,,0.495286432841743
MS4A6A,,1.88380894816572E-06
MS4A4A,,8.36421035571625E-04
ST3GAL4,,0.00401257961394677
CPT1A,,0.00104683036196054
CCND1,,9.37411881591E-13
CCDC86,,0.0233235594066239
PRPF19,,0.0769389140985208
TMEM109,,0.0676455680820808
CCKBR,,8.92702320355744E-07
HPX,,0.425122003619268
TRIM3,,4.57272355280312E-04
CHORDC1,,0.00397208738011385
FOLR1,,0.0323128542866798
ANAPC15,,0.00990173997228973
FOLR3,,0.58859144908028
PANX1,,0.0048855210363966
ARHGEF17,,
APOA5,,0.758549890109089
APOA4,,0.028762267591738
APOC3,,0.550503833353046
CEP164,,0.807118358630629
RNF141,,
CEP126,,6.59205949828705E-07
EIF4G2,,0.133312748496835
IL10RA,,0.00117360165587801
GALNT18,,3.35959440654249E-06
BIRC2,,0.232860310492357
UBE4A,,0.789871556328309
DDX6,,
UPK2,,0.728225679182667
CBL,,0.192725909884504
NECTIN1,,3.7421862467941E-07
HIPK3,,0.30244986723101
KIAA1549L,,1.21497902005033E-07
FBXO3,,0.706730527396767
PDHX,,0.0156603503850378
SLC1A2,,0.00289861497962758
COMMD9,,
SLC15A3,,5.86591791829188E-06
CD5,,0.530210007718196
ACCS,,5.83708443738913E-04
SCGB2A2,,0.25332178796971
AMBRA1,,0.0354580482631564
MADD,,2.21745618530964E-08
PTPMT1,,0.076911500125683
NAA40,,0.324932883343604
CARS1,,0.384677059348014
SLC22A18,,1.86809212316639E-04
CD81,,2.44659143422687E-06
SLC35F2,,1.65112297717524E-04
C11orf21,,0.645832287560008
ELMOD1,,3.67708098575092E-06
CALCA,,0.750307875376509
SOX6,,3.37114382626797E-08
C11orf58,,0.492471196942184
PITPNM1,,1.68244904102801E-07
AIP,,0.107234442537247
NUP98,,0.525772099516886
NDUFS8,,0.600518081444347
CHKA,,0.144384291582751
EXPH5,,0.0636177604581371
HPS5,,1.91641976282886E-04
GTF2H1,,0.160786755414297
POU2AF1,,
PTPN5,,3.59157988458987E-08
VWF,,0.00197110322714128
PSMD9,,0.733659642784335
P3H3,,0.42097319706893
PPFIBP1,,0.024723789134675
PRPF40B,,0.205416553030159
CD69,,5.40321585120828E-07
PRDM4,,0.0139434120442863
CLEC2B,,5.13799283706018E-06
SELPLG,,1.78054737228305E-06
CORO1C,,0.00113051140403153
ASIC1,,1.67119065721543E-04
DAO,,0.121834405228284
CAPRIN2,,0.0735086456972059
TSPAN11,,4.79602498147563E-08
KCTD10,,0.68523822149729
SLC11A2,,0.02756015569564
MLEC,,2.57693595737735E-06
MVK,,0.0958751858539285
CSRNP2,,3.36754245353552E-04
CAMKK2,,8.56406661253096E-06
BIN2,,5.46334821491035E-04
IL23A,,0.0521082144523621
ATP5F1B,,0.368886650450736
PTGES3,,0.780595165686609
BCL7A,,2.24733905515879E-06
RSRC2,,0.554381394982533
CYP27B1,,0.270126984924449
MYF6,,0.145447698274575
MYF5,,0.230026436460095
LIN7A,,0.00110059285921318
KRT18,,0.0507141829205943
ACSS3,,0.119375451613391
TNS2,,0.0542133605009295
GLI1,,0.34595781373135
PPM1H,,2.60065503513068E-09
METAP2,,2.4909330112043E-05
LTA4H,,
ELK3,,3.25109589197523E-07
SLC6A12,,0.0428958934647446
WNT5B,,0.24544269367691
MAGOHB,,0.0315244078520259
TRPV4,,
ITFG2,,0.411155451657626
FOXM1,,1.25353362088541E-05
PRMT8,,3.89068679343536E-10
PARP11,,0.00110430823098057
ARPC3,,0.419006093535216
GPN3,,
VPS29,,0.632355600888341
FGF6,,
MYL2,,0.0596257294498016
RAD51AP1,,0.00126477938498747
CUX2,,4.22444097525935E-11
SH2B3,,5.04688079720511E-05
AKAP3,,0.380777816950525
MANSC1,,0.739575894228676
KCNA1,,1.91879490102083E-04
DUSP16,,0.0784599985089956
CREBL2,,
ACAD10,,0.07300069658968
ALDH2,,3.16295822645914E-05
CDKN1B,,0.845756277404687
GPRC5D,,
NAA25,,0.483943283748354
GSG1,,0.011694005581772
SCNN1A,,0.00234017655689364
LTBR,,1.58657623047438E-04
CDK2AP1,,1.50548821162926E-04
OAS3,,2.80982025491147E-05
OAS2,,7.89407927963343E-04
ART4,,
MGP,,4.83517486887779E-04
RASAL1,,1.12695481100095E-04
ARHGDIB,,1.35238947796474E-08
GTF2H3,,0.532707828585649
EIF2B1,,0.230885254547018
DDX55,,0.429303370687963
SLC38A1,,0.637374628428887
RERGL,,0.0421961838345383
ENDOU,,4.33134019930523E-04
SPRING1,,0.674679903684343
VDR,,0.0508587514169569
FZD10,,0.287642295728039
RFC5,,0.0342438392355037
STX2,,0.0432209979362893
ADGRD1,,0.821302056080333
COPZ1,,0.0282872002350283
TBC1D30,,2.08953847239812E-10
CAND1,,0.45311269759295
IL26,,
IFNG,,0.746643244983989
RAB5B,,0.0842212448895084
MDM1,,0.36960030162644
NUP107,,0.00606498637470289
CNOT2,,0.0409121671893343
TIMELESS,,0.0444182200562708
CPSF6,,0.009714977207178
KRR1,,0.403681633985631
MRPL51,,0.455667123510275
GAPDH,,
CHD4,,0.56851711049215
ACRBP,,
UHRF1BP1L,,0.137236298665121
COPS7A,,0.0322270982027517
ING4,,0.223878275928114
GNB3,,0.00111036868433538
CDCA3,,0.00612875236997436
CHPT1,,0.665396022730575
USP5,,
TPI1,,0.00945980375175829
GNPTAB,,0.00156055127546628
SPSB2,,0.0410360015249008
ENO2,,1.6160260987939E-08
ATN1,,0.62664525618015
PTPN6,,0.013580003483595
LPCAT3,,0.0312976584905361
NT5DC3,,0.140134616369551
SLCO1B3,,
APOBEC1,,
NANOG,,0.564972432499918
SUDS3,,0.275842791350044
GOLT1B,,0.304334894057228
LDHB,,
PRKAB1,,0.00326722280101159
CMAS,,7.13150037843572E-04
HCFC2,,0.366522016849493
ST8SIA1,,0.0106885396262858
C2CD5,,0.200768373672288
AICDA,,0.286803718155251
RAB35,,0.233412432012879
PHC1,,0.688225847759009
RFX4,,0.230655015660031
RIC8B,,0.0965173554823577
SRSF9,,0.0520869035830349
FGFR1OP2,,0.0327381017578296
KLRB1,,0.00183956098705411
COL12A1,,0.0148930920396563
BTN3A3,,3.97730050210108E-11
TDP2,,0.258847126087905
FRK,,0.266413883656445
DSE,,7.54474591844828E-06
RWDD1,,0.168803987845912
RSPH4A,,
MAK,,
TMEM14C,,2.1775611973321E-04
PAK1IP1,,0.240058949881501
GCNT2,,0.00227551861605353
SMIM8,,0.054793907403437
NEDD9,,0.020718854644545
CEP85L,,0.828084261840833
ADTRP,,0.840580470966767
ASF1A,,0.0457925823826896
MCM9,,2.05407773849941E-04
FAM184A,,1.59793640792529E-05
RNGTT,,0.504238957490755
MAN1A1,,0.109303110760049
GABRR2,,0.385861174477911
SERINC1,,0.776940187879718
HDDC2,,0.35617144848354
TPD52L1,,4.58991268368598E-05
HINT3,,0.173906190376246
NCOA7,,3.40415139871428E-09
RIPOR2,,0.0038271394228661
SASH1,,0.307881629620485
UST,,0.00608519344029301
ULBP1,,0.541914320642749
FBXO5,,0.0104052821659602
MTRF1L,,0.324984378440003
PPARD,,
OPRM1,,0.412336829944746
FANCE,,0.278397566598712
TULP1,,0.0854871058845553
SLC26A8,,5.10030494766697E-06
MAPK14,,0.053453065482736
RHAG,,0.573288371300815
KCTD20,,0.00111815713399049
STK38,,0.248476502520775
SRSF3,,0.061484387901449
SOD2,,
MRPL18,,
IL17A,,0.51155036007262
IL17F,,0.346224533125497
MCM3,,5.6223362681896E-04
RNF8,,0.0107935095059788
MDGA1,,0.29111959552812
CILK1,,1.9453980933396E-05
FBXO9,,4.62262939138284E-04
CD83,,0.212186464566515
MDN1,,0.186046032516924
GLP1R,,
SAYSD1,,1.15448366644878E-04
BMP5,,0.128282194936675
BACH2,,0.809425359312963
RBM24,,1.7493252195014E-04
CAP2,,7.53434290278799E-06
TREML2,,0.0191290071677933
ZNF451,,
BAG2,,0.312096136019975
RAB23,,0.807429247761473
TSPO2,,0.493949206958393
FHL5,,0.743478742837878
GPR63,,0.0628514052513353
FBXL4,,0.0780784472204763
CCNC,,
PRDM13,,0.45170047313628
E2F3,,0.158536727466076
PTP4A1,,0.80537867696957
SIM1,,0.652829835813951
ASCC3,,1.62850366666952E-08
HDGFL1,,0.0970767890416872
BVES,,1.98488194291431E-06
COL9A1,,5.19492465310492E-07
MED23,,0.819845888754581
WASF1,,0.0490273364132471
GPLD1,,0.15189641033561
ALDH5A1,,0.50611506800829
CRYBG1,,2.04760987944738E-11
VNN 1.00,,0.00205401423108634
VNN 2.00,,0.0433688903026184
ACOT13,,0.00275990786987389
SMAP1,,0.00299799792293389
C6orf62,,0.227363513044402
B3GAT2,,
GMNN,,0.143254233160958
EYA4,,0.21207016615418
SOBP,,0.00639343279724535
NR2E1,,4.93705522716493E-04
SNX3,,0.606230311701496
HBS1L,,
TRIM38,,0.468272975683308
PEX7,,0.0347434355029719
ZBTB24,,0.704400499338712
FIG4,,9.92259817129994E-04
PERP,,0.730089503382441
ARFGEF3,,7.47269378431672E-05
SLC16A10,,0.347770147179594
HECA,,0.268030407998337
ADGRG6,,0.800863281355134
PHACTR2,,0.00842669115139661
EPM2A,,0.550237630490859
OR12D3,,0.182642297415563
SLC39A7,,0.361590237358265
UNC93A,,
SLC22A2,,0.540503211705544
PHF1,,0.00285893640329353
CUTA,,0.285014589589501
PACRG,,0.632785105737124
QKI,,0.00298335956310896
C6orf118,,0.0174168881549367
PDE10A,,4.94739775533361E-05
MDFI,,1.63205991781616E-04
TFEB,,0.0318763110332661
SMOC2,,0.794314922523624
CCND3,,0.030945478149057
BYSL,,0.0976574186113095
FAM120B,,0.00183032353895023
TBP,,0.641161687172517
GUCA1B,,4.96006941222279E-04
PRPH2,,0.00408694838411316
BICRAL,,
PPP2R5D,,0.0112219158684508
PTK7,,0.00359019719697728
SRF,,
CUL9,,5.90778960352143E-04
DNPH1,,0.00615189680026239
DUSP22,,0.00535386915205743
EXOC2,,0.758622011711495
COX7A2,,0.014362473070763
TMEM30A,,0.0334576288352249
GMDS,,0.151703802133925
SENP6,,0.0237941517815511
IMPG1,,7.80687182977393E-05
VEGFA,,0.023864544991809
PRPF4B,,0.132830624379337
TTK,,6.16856053732443E-04
SLC29A1,,0.00278873329742353
CCN6,,0.3764324436599
BTN2A1,,0.677219147182598
LAMA4,,1.69247813998603E-13
TENT5A,,8.83739037142567E-09
CLIC5,,0.00526225322714395
FBRSL1,,0.335930554947544
ENPP5,,0.460164592750052
LY86,,6.06446028749055E-07
PRSS16,,4.23978353832927E-06
MEP1A,,
TBX18,,0.364420009042839
ERBIN,,0.00886766095620848
PCDHB2,,0.0201204786395414
HARS2,,
NUDT12,,0.0478805322414669
CEP72,,3.78320791008084E-04
MAN2A1,,0.0389176836681909
SEMA5A,,2.35534163325724E-07
C7,,0.00419223640937641
TENT4A,,0.00453608632778975
GHR,,4.39335403467549E-06
HMGCS1,,0.583968006971936
DAP,,1.34400003696915E-05
NME5,,0.0467126036633611
BRD8,,0.267847676762138
KIF20A,,3.46245710459693E-04
NNT,,0.395267293856927
MRPS30,,0.552850905985733
HSPA9,,
MRPS27,,0.337668010730852
PFDN1,,0.250595909508638
HBEGF,,0.0102399568047529
SLC4A9,,0.0530433841823293
LOX,,0.0108424406335973
GZMK,,0.0394475237741986
CDH9,,1.02516766039788E-05
APBB3,,1.74187268261213E-06
TMCO6,,0.00139991896807681
SPARC,,9.2010027985737E-09
IK,,
HMGCR,,0.71943395412946
CERT1,,0.0414600789262662
FAF2,,0.126366439107885
HAND1,,0.234708317129216
PCDHB3,,0.28224839525313
PCDHB5,,0.418715518604941
PCDHB6,,0.00116085297170784
PCDHB7,,1.48652338653526E-05
PDE8B,,0.440803086648294
CLK4,,0.108319482065006
PCDHB15,,0.618206634742853
GRM6,,0.0355139286217907
ITK,,0.0473760289439543
RNF130,,2.23061201134605E-04
THG1L,,0.0261209474650051
ARSB,,0.00196581332874007
CLINT1,,0.279065325921012
THBS4,,3.47120493164252E-07
CNOT6,,0.320995527663824
IL12B,,
BTNL8,,0.273740605400797
TTC1,,
MSH3,,0.352312891125833
RASGRF2,,2.34478708477819E-05
GABRG2,,8.132113979484E-08
CCNG1,,0.00365432660422813
POLR3G,,0.378011923986279
DROSHA,,
CDH6,,
LMNB1,,8.19753198934981E-04
ARRDC3,,0.00926190737173015
GOLPH3,,5.68903013686583E-04
SUB1,,0.293436108892274
NPR 3.00,,0.383679951398946
FAM172A,,0.238360105353791
SLC27A6,,0.595584421316038
TARS1,,0.225517962505355
IRX4,,0.575894882741639
LNPEP,,0.0144785200862533
PDE4D,,2.0827730791901E-04
RAD1,,
BRIX1,,0.0482885545500274
AGXT2,,
PRLR,,0.510438505590943
SLC12A7,,0.0114565736546203
IL4,,0.0220429919208238
IL5,,0.041635058640891
ST8SIA4,,0.444913773005124
GNPDA1,,0.37502671971179
PCDH12,,0.0264431779649307
SKP1,,0.483539685431453
NUP155,,0.0224886367668981
PPP2CA,,0.00585711654108992
FGF1,,0.831794982138439
NR3C1,,0.0455546126578074
C5orf15,,5.17744610663124E-08
PPWD1,,0.18938841789114
LIFR,,0.612863737100595
TRIM23,,0.23373212130855
TRAPPC13,,0.33419137709364
C9,,
SEC24A,,1.61459774686213E-04
TXNDC15,,1.10584570178202E-06
TTC33,,0.619100317304147
RARS1,,0.221021025295562
WWC1,,0.00289164587106838
MACROH2A1,,0.750242661513141
TCERG1,,
DPYSL3,,1.86496890541915E-08
SMAD5,,1.27073931385402E-05
CSNK1A1,,0.0471390877262534
HMGXB3,,0.382951503195002
ERGIC1,,6.81705715271242E-04
PDGFRB,,0.0943522916377119
CDX1,,0.0545916295299104
ATP6V0E1,,2.71100311976363E-11
BNIP1,,
STC2,,0.505109209825371
CPEB4,,0.405624468197743
HRH2,,0.00274855785046318
DBN1,,0.244198293139953
ZNF346,,0.0427778667333609
UNC5A,,0.00373592499745997
EHHADH,,0.816826272426095
CNTN3,,0.00388323162126624
SMC4,,0.00167260369188342
SELENOK,,0.614198536924817
ACTR8,,
TIMMDC1,,0.237076075847509
CRBN,,0.007176751778871
KNG1,,0.0159857141819547
HRG,,
BCL6,,
HGD,,0.150480051849325
CLDN16,,0.00439103230902711
ARL 6.00,,2.15160048650269E-04
NPHP3,,0.00661192165119251
CD86,,8.42333581473407E-08
AMOTL2,,0.661578936614031
NIT2,,0.0347237385666233
FAM162A,,0.614235231060497
OGG1,,0.00236937162775194
KPNA1,,0.765281660888997
PCCB,,0.395657680571098
UBE3A,,0.019926490327375
ARMC8,,0.404950944226113
CEP70,,0.0898376020556808
RBP2,,0.0726348290446937
RBP1,,6.4432840969739E-09
SLC25A36,,0.0233473494671417
GRK7,,0.466416854710409
RNF7,,0.0308113495136671
TFDP2,,0.237468158680252
XRN1,,0.284236101774691
KAT2B,,1.04863234150356E-04
BCHE,,4.74977059271438E-10
SERPINI2,,0.0285697226359021
PDCD10,,0.429068069579823
LRRC31,,0.109154587590043
WNT5A,,2.90549857759994E-09
PFKFB4,,0.00196745732594498
COL7A1,,0.0951032149881053
FGF12,,0.00290734092019455
PRKAR2A,,0.2077177364049
HES1,,0.763308815122611
USP4,,
ACAP2,,0.00880489635027154
ECT2,,0.903068519232061
GNAT1,,
GNAI2,,0.00188678713483497
TFG,,2.25557820380037E-04
USP9Y,,0.0114412215398992
TUSC2,,5.0999231988436E-07
NPRL2,,0.00787677064493924
CYB561D2,,6.32711563819265E-05
C3orf14,,1.26044863483323E-04
FXR1,,0.790539020759733
CBLB,,0.839817761334263
BBX,,0.4100739614054
IFT57,,0.315493308840573
GNB4,,0.00453608632778975
HHLA2,,0.0119177332461557
IQCG,,0.426452938536349
GBE1,,0.00588246403716156
MORC1,,
UMPS,,1.24172462104002E-05
NCBP2,,0.00857530239329989
SNX4,,0.46329265536212
C3orf52,,0.00215221417893894
FRMD4B,,0.0208751270345973
SLC41A3,,0.0635103249891519
PLXNA1,,0.094825710775862
ATP6V1A,,2.3530000541551E-05
ABTB1,,1.09316064826009E-05
PODXL2,,0.77869442684022
UPK1B,,0.487730189764261
CSPG5,,0.0034486453707821
KLHL18,,0.00339643938093107
SCAP,,0.250780229371976
EFCC1,,0.419306548892332
CFAP92,,
NEK11,,0.769899101089678
MRPL3,,0.145510116714874
PLSCR4,,0.00717034169232278
HEMK1,,0.41445405240361
CISH,,0.0250608788829497
MAPKAPK3,,0.0045455913303831
ACVR2B,,0.375255987889503
WDR48,,0.181958773633486
COMMD2,,0.279268789081817
GORASP1,,0.666211857750192
PEX5L,,2.24419020609433E-06
RRP9,,0.272552427112854
ABCC5,,9.06332820917511E-07
AADAC,,
ABHD14B,,3.05565651837665E-07
EIF1B,,0.159394034137784
ARHGEF26,,0.00209210026033787
KLHL24,,0.0368074962701064
PLCH1,,3.01590243716401E-13
VIPR1,,4.96705790152469E-06
DNAH1,,0.0101872918193618
SSR3,,4.62607709470403E-04
ZBTB47,,0.303672653000585
TNNC1,,0.0099329243763424
NKTR,,0.166920274378231
CLCN2,,0.270477720118444
FOXP1,,0.00551380454366166
EIF4G1,,0.434267287520149
SPCS1,,0.00848482953257377
NEK4,,0.560059464143698
SLC4A3,,1.14782323806697E-06
INO80D,,0.735320455744247
ADAM23,,0.745164554583386
DGUOK,,0.15526455355487
MOB1A,,2.68781353882377E-05
KANSL3,,0.245708663539928
LMAN2L,,0.00128167956948936
RTKN,,3.52536386146654E-05
TTL,,0.536945124233277
IL1A,,0.0113360810399135
CCL20,,0.094972787814299
PIKFYVE,,
KCNIP3,,0.551892298650928
FAHD2A,,1.48592928611883E-04
NCL,,0.216487600913852
ACTR1B,,4.45601904636151E-06
SLC35F5,,1.1609194926357E-05
ZAP70,,0.129194335052533
ACTR3,,9.54613953348731E-05
STEAP3,,2.30336108633163E-05
EPB41L5,,
TFCP2L1,,0.395565779781334
SF3B6,,0.118547721174533
TP53I3,,6.48391706577385E-08
DNAJC27,,1.05856755796486E-06
POMC,,0.0089932918408582
STAM2,,4.48191801775325E-04
GPD2,,0.479770208398536
CENPA,,0.365561648187268
CYTIP,,2.77064783356889E-06
ACVR1,,0.00789647622697793
TANC1,,1.07343203870185E-06
SLC30A3,,0.00147961700073853
MPV17,,0.0119181672752828
EIF2B4,,
NRBP1,,0.155911060347222
FNDC4,,0.00137492859710351
ITGA4,,4.29718551051466E-07
PSMD14,,0.726807701708843
SNX17,,0.191060073722821
ASB3,,
PPM1G,,0.215018515931291
PDE1A,,0.00784836023234979
REEP6,,1.84603299139619E-04
PCSK4,,0.104622783594808
GCG,,0.321428520139725
APC2,,0.0136529061721254
IFIH1,,2.36780562578092E-06
GCA,,0.326763103263057
MOGS,,0.0125526339688656
TTC31,,0.0118973872409171
NDUFS7,,0.462159068233515
PCGF1,,0.0997267356605527
GRB14,,0.0188431435421042
CLIP4,,
TLX2,,0.00600197119005976
SPTBN1,,0.0954445175539134
AUP1,,0.279042934498345
RTN4,,0.0292295796447359
HTRA2,,0.0782494929065835
LOXL3,,1.46563930029628E-09
DOK1,,0.250837787984335
GALNT3,,0.00190974507581014
POLE4,,0.00407533175855923
TACR1,,0.573753678521977
CCDC88A,,0.040455952033458
ACADL,,1.36646803926964E-05
EVA1A,,1.3402321170217E-04
MRPL19,,0.00504353592683835
LANCL1,,3.44232232716061E-05
WDR75,,0.468028951055483
EFEMP1,,0.102072866917976
REG1A,,
FANCL,,0.17883727238652
FN1,,3.10942635985789E-04
STAT1,,2.56299655737852E-08
GLS,,3.69020903220237E-12
PAPOLG,,0.0623736295941081
DNAH6,,0.58535227098862
PECR,,0.057675389181986
UNC50,,2.67965525787178E-04
IGFBP2,,0.00923561984772399
ELMOD3,,0.311568310667262
IGFBP5,,3.73264264205698E-07
USP34,,0.635759825731439
EFHD1,,1.47306894512064E-05
KCNJ13,,0.0125720357822264
CCT4,,0.501122848220667
GGCX,,0.275281220909768
NEU2,,0.0423224343929235
EHBP1,,0.0645493464644865
OTX1,,0.0318763110332661
TXNDC9,,0.136809187650656
COQ10B,,0.0211299813670763
GNLY,,6.80885193146647E-04
SF3B1,,0.0499271299426199
ST3GAL5,,1.78904515135424E-04
CHST10,,0.0151332319581293
MOB4,,0.00595860790291188
KDM3A,,0.680290327550878
PLCD4,,0.0368619468145441
CHMP3,,0.00179134788315613
ZNF142,,0.035083563223448
IL1R2,,0.114449452120192
PRKAG3,,0.0553346452229658
SMYD1,,0.0383248092799876
IL1R1,,0.0132262405375971
WNT6,,0.360554251068768
IL1RL2,,0.0919039133809453
IL1RL1,,0.737681723779773
IL18R1,,0.0310425096615928
IL18RAP,,0.285214819794542
SLC9A2,,1.59057924928406E-04
FHL2,,
MLPH,,0.165121492933245
CNPPD1,,0.0499502303827092
UXS1,,0.20195968497592
STK16,,
SLC5A7,,0.853114751286727
HDLBP,,0.110226585485546
PPP1R7,,0.0130400475715946
PASK,,6.13237596162324E-04
STK25,,0.0356462022881742
TPO,,0.093072641152471
PROC,,0.0243136648353978
ID2,,
TAF1B,,0.324896577482232
HPCAL1,,3.50281463890231E-12
ODC1,,0.383069304819797
BIRC6,,0.790163086836563
NOL10,,0.095954420158033
PLEKHB2,,0.0075904160600162
GORASP2,,0.00194961506281816
STRN,,0.00142956872721123
CEBPZ,,0.868079426476721
PRKD3,,3.18300887552987E-06
DCAF17,,0.42168126948596
QPCT,,0.578877641692818
RAB3GAP1,,0.00275223737266994
SLC25A12,,0.00327663931811602
RMDN2,,0.00148812517661839
DLX2,,0.64450552811918
LCT,,0.25187230448402
DARS1,,
SRSF7,,0.743478742837878
SDC1,,9.15067821972364E-04
PLCL1,,0.00377763593074215
SLC1A4,,0.0097416085769231
SOS 1,,0.182278514318031
KYNU,,2.59544262812048E-05
ENSG00000115934,,0.605521039647542
WIPF1,,4.02964494387804E-06
ORC2,,0.357747979121578
COX7A2L,,0.00273649148982017
PNO1,,0.00814331343334638
ORC4,,0.0707210784204295
PLEK,,0.00101830798572091
RND3,,0.445055961972563
ATF2,,0.184273408060851
THADA,,0.00418046767895286
AAK1,,0.136066104531049
TRAK2,,0.18761088489399
C2orf42,,0.523096521870075
TIA1,,0.252489675150171
PCYOX1,,0.511788896422142
KISS1R,,0.565025354452847
EPAS1,,0.349579515112308
ARID3A,,0.142931315387946
SUMO1,,0.729015602302741
CD207,,0.0397894578010335
GRIN3B,,
VAX2,,6.20904972837528E-07
ATP6V1B1,,0.135000028690689
NFE2L2,,5.13124373235226E-04
MSH6,,0.39093476826707
PLEKHA3,,0.0291211976337397
SPR,,0.00570881332739954
EPHA4,,1.71935155976388E-05
PARD3B,,0.248200930099595
FARSB,,0.524584396274032
ALMS1,,0.0203030493540088
BCL9,,3.26989161256208E-04
PRRX1,,3.2724348078315E-11
DHCR24,,0.400029661059078
DNAJC16,,0.048182761610621
MARK1,,0.209420314324395
TNR,,3.13243548450472E-06
MORN1,,0.00444277159604287
GPX7,,5.42987150942722E-07
CACYBP,,5.18145002105771E-06
SCP2,,4.12753818783171E-04
TPSG1,,0.61326548540851
PAPPA2,,0.0691513876898102
RALGPS2,,0.765971103036754
ANGPTL1,,0.0380462441507916
CEP104,,0.706868418538683
FAM20B,,1.63398581416984E-04
TCEANC2,,0.441633928656139
TMEM59,,1.61410310760036E-04
LRRC42,,0.445684848761654
WRAP73,,0.681624110197583
NPHS2,,0.734994575267122
MRPL37,,0.759166900008676
ICMT,,
RPL22,,0.394158287568839
CHD5,,5.59242287230624E-10
QSOX1,,8.52540813906065E-07
